event_date,nearest_trading_date,event_label,window_half_width_days,close_on_nearest_trading_date,target_next_day_log_return,target_next_day_log_return_pct,local_3_trading_day_log_return,stress_profile_at_center
2022-12-14,2022-12-14,Hawkish December FOMC,3,3995.32,-0.025237460791963953,-2.5237460791963953,-0.03011563962105713,0.45187119565624645
2023-01-06,2023-01-06,Wage/services data relief,3,3895.08,-0.0007679298504944067,-0.07679298504944067,0.03733424770007824,0.4518627618776838
2023-03-10,2023-03-10,SVB failure,5,3861.59,-0.0015108816132590817,-0.15108816132590816,-0.023975863819239857,0.45201434494715664
2023-03-22,2023-03-22,FOMC amid banking stress,3,3936.97,0.0029800838470393862,0.29800838470393864,0.01542688023926621,0.477227970849182
2023-08-01,2023-08-01,Fitch downgrade,3,4576.73,-0.013936235197657028,-1.3936235197657028,-0.013173147110009229,0.45186276187760593
2023-09-20,2023-09-20,Higher-for-longer FOMC,3,4402.2,-0.01653687395146802,-1.6536873951468019,-0.025691691380823417,0.45186276187760593
2023-10-19,2023-10-19,10Y yield stress,3,4278.0,-0.01266518618575799,-1.266518618575799,-0.029220376377604117,0.4518711956561686
2023-11-02,2023-11-02,Fed pause / yields repricing,3,4317.78,0.009349869637436973,0.9349869637436973,0.04952563799541913,0.4520227787257193
2023-11-14,2023-11-14,Cool CPI risk rally,3,4495.7,0.0015958076771483444,0.15958076771483445,0.03762164498231795,0.45201434494715675
2023-12-13,2023-12-13,Fed pivot signal,3,4707.09,0.0026435733742609306,0.2643573374260931,0.029149419657874404,0.45186276187760593
2024-01-31,2024-01-31,FOMC March-cut pushback,3,4845.65,0.012416277903485802,1.2416277903485802,0.010543347567205874,0.45186276187760593
2024-04-10,2024-04-10,Hot CPI / rate-cut repricing,3,5160.64,0.007417237205872028,0.7417237205872028,-0.027766790451117244,0.45186276187760593
2024-07-11,2024-07-11,Cool CPI rotation shock,3,5584.54,0.005501853628775982,0.5501853628775982,0.016788575866582146,0.4518627633668618
2024-08-02,2024-08-02,Weak payrolls / recession fear,3,5346.56,-0.030427045496882188,-3.042704549688219,-0.04456196776415187,0.8540996440706846
2024-08-05,2024-08-05,Growth/carry unwind,4,5186.33,0.010300905557719547,1.0300905557719546,-0.03745084448046227,1.0
2024-08-08,2024-08-08,Jobless-claims rebound,3,5319.31,0.004660780212150723,0.4660780212150723,0.04672832131867113,0.8540996440697355
2024-09-03,2024-09-03,Growth scare / ISM weakness,3,5528.93,-0.0016037653903594354,-0.16037653903594354,-0.033412194807697825,0.7259330648763405
2024-09-06,2024-09-06,Payrolls uncertainty,3,5408.42,0.011513555690021488,1.1513555690021489,0.004547488406135347,0.7260829640083593
2024-09-18,2024-09-18,First rate cut,3,5618.26,0.01683429124758695,1.6834291247586948,0.01631650915158151,0.45201632974951195
2024-10-04,2024-10-04,Strong payrolls,3,5751.07,-0.009632284107421169,-0.9632284107421168,0.014484475619844814,0.45186306274416627
2024-11-05,2024-11-05,US election,3,5782.76,0.02498123383889653,2.498123383889653,0.04959400110515796,0.45186276187760593
2024-12-18,2024-12-18,Hawkish cut,4,5872.16,-0.0008654734577528358,-0.08654734577528359,-0.012809983936670597,0.45186276187760593
