date,open,high,low,close,change,ADX,EMA_12,KAMA,MA_10,MACD,MACD_signal,MACD_hist,RSI,PSAR,SMA_20
2007/8/1,1455.18,1468.12,1439.59,1465.81,0.72%,27.91,1494.53,1492.28,1499.45,-13.52,-3.99,-9.53,37.5,1515.25,1517.82
2007/8/2,1465.46,1476.43,1460.58,1472.2,0.44%,28.8,1491.1,1489.89,1491.36,-14.3,-6.05,-8.25,39.76,1503.14,1515.16
2007/8/3,1472.18,1473.23,1432.8,1433.06,-2.66%,30.38,1482.17,1481.76,1481.26,-17.87,-8.42,-9.45,32.11,1492.97,1510.29
2007/8/6,1433.04,1467.67,1427.39,1467.67,2.42%,31.96,1479.94,1480.76,1473.87,-17.7,-10.27,-7.43,42.63,1482.14,1507.08
2007/8/7,1467.62,1488.3,1455.8,1476.71,0.62%,32.05,1479.44,1480.65,1470.43,-16.65,-11.55,-5.1,45.02,1427.39,1505.41
2007/8/8,1476.22,1503.89,1476.22,1497.49,1.41%,31.25,1482.22,1480.9,1468.37,-13.98,-12.04,-1.94,50.17,1428.61,1504.34
2007/8/9,1497.21,1497.21,1453.09,1453.09,-2.96%,31.24,1477.74,1480.32,1465.42,-15.27,-12.68,-2.58,41.27,1431.62,1499.61
2007/8/10,1453.09,1461.97,1429.74,1453.64,0.04%,31.84,1474.03,1480.14,1464.89,-16.06,-13.36,-2.7,41.41,1503.89,1494.67
2007/8/13,1453.42,1466.29,1451.71,1452.92,-0.05%,32.16,1470.78,1479.66,1462.79,-16.55,-14.0,-2.56,41.28,1502.41,1489.84
2007/8/14,1452.87,1456.74,1426.2,1426.54,-1.82%,33.05,1463.98,1478.4,1459.91,-18.85,-14.97,-3.89,36.5,1500.95,1483.7
2007/8/15,1426.15,1440.78,1404.36,1406.7,-1.39%,34.32,1455.16,1474.24,1454.0,-22.03,-16.38,-5.65,33.37,1497.96,1476.72
2007/8/16,1406.64,1415.74,1370.69,1411.27,0.32%,36.03,1448.41,1470.37,1447.91,-23.9,-17.88,-6.01,34.76,1492.35,1469.63
2007/8/17,1411.26,1450.33,1411.26,1445.94,2.46%,35.98,1448.03,1470.1,1449.2,-22.32,-18.77,-3.55,44.24,1482.61,1465.23
2007/8/20,1445.94,1451.75,1430.54,1445.55,-0.03%,35.87,1447.65,1469.57,1446.98,-20.87,-19.19,-1.68,44.16,1473.66,1460.43
2007/8/21,1445.55,1455.32,1439.78,1447.12,0.11%,35.61,1447.57,1468.84,1444.03,-19.36,-19.23,-0.14,44.59,1465.42,1457.23
2007/8/22,1447.03,1464.86,1447.03,1464.07,1.17%,34.93,1450.11,1468.65,1440.68,-16.61,-18.7,2.09,49.06,1370.69,1454.53
2007/8/23,1464.05,1472.06,1453.88,1462.5,-0.11%,33.97,1452.01,1468.57,1441.62,-14.39,-17.84,3.45,48.67,1372.57,1453.52
2007/8/24,1462.34,1479.4,1460.54,1479.37,1.15%,32.74,1456.22,1468.96,1444.2,-11.15,-16.5,5.36,53.02,1376.55,1454.54
2007/8/27,1479.36,1479.36,1465.98,1466.79,-0.85%,31.6,1457.85,1468.92,1445.58,-9.48,-15.1,5.62,49.64,1382.72,1454.19
2007/8/28,1466.72,1466.72,1432.01,1432.36,-2.35%,31.56,1453.93,1468.63,1446.17,-10.81,-14.24,3.43,41.8,1388.52,1453.04
2007/8/29,1432.01,1463.76,1432.01,1463.76,2.19%,31.53,1455.44,1468.24,1451.87,-9.22,-13.24,4.01,49.62,1393.98,1452.94
2007/8/30,1463.67,1468.43,1451.25,1457.64,-0.42%,31.24,1455.78,1467.61,1456.51,-8.36,-12.26,3.9,48.26,1399.1,1452.21
2007/8/31,1457.61,1481.47,1457.61,1473.99,1.12%,30.3,1458.58,1467.83,1459.32,-6.29,-11.07,4.78,52.04,1403.92,1454.26
2007/9/4,1473.96,1496.4,1472.15,1489.42,1.05%,28.73,1463.32,1469.04,1463.7,-3.37,-9.53,6.16,55.36,1410.12,1455.34
2007/9/5,1488.76,1488.76,1466.34,1472.29,-1.15%,27.49,1464.7,1469.12,1466.22,-2.4,-8.1,5.7,51.13,1418.75,1455.12
2007/9/6,1472.03,1481.49,1467.41,1478.55,0.43%,26.34,1466.83,1469.26,1467.67,-1.12,-6.71,5.59,52.56,1426.52,1454.18
2007/9/7,1478.55,1478.55,1449.07,1453.55,-1.69%,25.97,1464.79,1469.12,1466.77,-2.1,-5.78,3.69,46.69,1433.5,1454.2
2007/9/10,1453.5,1462.25,1439.29,1451.7,-0.13%,25.96,1462.78,1468.65,1464.0,-2.98,-5.22,2.24,46.28,1496.4,1454.1
2007/9/11,1451.69,1472.48,1451.69,1471.49,1.36%,25.38,1464.12,1468.66,1464.48,-2.07,-4.59,2.52,51.23,1495.26,1455.03
2007/9/12,1475.56,1479.5,1470.14,1471.56,0.00%,24.48,1465.26,1468.82,1468.4,-1.32,-3.94,2.62,51.25,1494.14,1457.28
2007/9/13,1471.47,1489.58,1471.47,1483.95,0.84%,23.12,1468.14,1469.24,1470.41,0.27,-3.1,3.36,54.31,1493.04,1461.14
2007/9/14,1483.95,1485.99,1473.18,1484.25,0.02%,21.85,1470.62,1469.86,1473.08,1.53,-2.17,3.7,54.38,1491.97,1464.79
2007/9/17,1484.24,1484.24,1471.82,1476.65,-0.51%,20.75,1471.54,1469.91,1473.34,1.9,-1.36,3.26,52.06,1490.91,1466.33
2007/9/18,1476.63,1519.89,1476.63,1519.78,2.92%,20.48,1478.97,1471.93,1476.38,5.61,0.04,5.57,61.97,1439.29,1470.04
2007/9/19,1519.75,1538.74,1519.75,1529.03,0.61%,20.88,1486.67,1478.39,1482.05,9.19,1.87,7.32,63.7,1440.9,1474.14
2007/9/20,1528.69,1529.14,1516.42,1518.75,-0.67%,21.07,1491.6,1480.94,1486.07,11.06,3.71,7.36,60.41,1444.82,1476.87
2007/9/21,1518.75,1530.89,1518.75,1525.75,0.46%,21.31,1496.86,1490.17,1493.29,12.97,5.56,7.41,61.86,1448.57,1480.03
2007/9/24,1525.75,1530.18,1516.15,1517.73,-0.53%,21.37,1500.07,1494.62,1499.89,13.67,7.18,6.49,59.19,1452.18,1481.95
2007/9/25,1516.34,1518.27,1507.13,1517.21,-0.03%,20.87,1502.71,1497.29,1504.47,14.03,8.55,5.48,59.01,1455.64,1484.47
2007/9/26,1518.62,1529.39,1518.62,1525.42,0.54%,20.89,1506.2,1501.11,1509.85,14.8,9.8,5.0,61.0,1458.97,1489.12
2007/9/27,1527.32,1532.46,1525.81,1531.38,0.39%,21.03,1510.07,1504.81,1514.59,15.71,10.98,4.73,62.43,1462.16,1492.5
2007/9/28,1531.24,1533.74,1521.99,1526.75,-0.30%,20.9,1512.64,1506.9,1518.84,15.88,11.96,3.92,60.57,1465.22,1495.96
2007/10/1,1527.29,1549.02,1527.25,1547.04,1.33%,21.43,1517.93,1514.18,1525.88,17.45,13.06,4.39,65.42,1468.16,1499.61
2007/10/2,1546.73,1548.01,1540.37,1546.63,-0.03%,21.92,1522.35,1516.75,1528.57,18.44,14.14,4.31,65.25,1473.01,1502.47
2007/10/3,1545.8,1545.84,1536.34,1539.59,-0.46%,22.07,1525.0,1517.28,1529.63,18.45,15.0,3.45,62.18,1477.57,1505.84
2007/10/4,1539.91,1544.02,1537.63,1542.84,0.21%,22.21,1527.74,1519.38,1532.03,18.51,15.7,2.81,63.04,1481.86,1509.05
2007/10/5,1543.84,1561.91,1543.84,1557.59,0.96%,23.14,1532.34,1523.46,1535.22,19.52,16.47,3.05,66.75,1485.89,1514.25
2007/10/8,1556.51,1556.51,1549.0,1552.58,-0.32%,24.0,1535.45,1527.32,1538.7,19.69,17.11,2.58,64.39,1491.97,1519.3
2007/10/9,1553.18,1565.26,1551.82,1565.15,0.81%,25.15,1540.02,1533.87,1543.5,20.6,17.81,2.79,67.5,1497.57,1523.98
2007/10/10,1564.98,1565.42,1555.46,1562.47,-0.17%,26.22,1543.47,1537.49,1547.2,20.86,18.42,2.45,66.17,1504.34,1528.53
2007/10/11,1564.72,1576.09,1546.72,1554.41,-0.52%,27.64,1545.16,1538.47,1549.5,20.19,18.77,1.42,62.21,1511.67,1532.05
2007/10/12,1555.41,1563.03,1554.09,1561.8,0.48%,28.95,1547.72,1540.91,1553.01,20.02,19.02,1.0,64.32,1520.68,1535.93
2007/10/15,1562.25,1564.74,1540.81,1548.71,-0.84%,28.88,1547.87,1540.96,1553.18,18.62,18.94,-0.32,58.13,1528.44,1539.53
2007/10/16,1547.81,1547.81,1536.29,1538.53,-0.66%,28.43,1546.43,1540.92,1552.37,16.5,18.45,-1.96,53.79,1535.11,1540.47
2007/10/17,1544.44,1550.66,1526.01,1541.24,0.18%,27.16,1545.63,1540.93,1552.53,14.86,17.73,-2.88,54.76,1576.09,1541.08
2007/10/18,1539.29,1542.79,1531.76,1540.08,-0.08%,25.99,1544.78,1540.92,1552.26,13.32,16.85,-3.54,54.24,1575.09,1542.14
2007/10/19,1540.0,1540.0,1500.26,1500.63,-2.56%,25.38,1537.99,1534.48,1546.56,8.81,15.24,-6.43,40.17,1574.11,1540.89
2007/10/22,1497.79,1508.06,1490.4,1506.33,0.38%,25.27,1533.12,1531.32,1541.94,5.63,13.32,-7.69,42.49,1571.15,1540.32
2007/10/23,1509.3,1520.01,1503.61,1519.59,0.88%,24.35,1531.04,1530.05,1537.38,4.13,11.48,-7.35,47.59,1566.31,1540.44
2007/10/24,1516.61,1517.23,1489.56,1515.88,-0.24%,24.15,1528.7,1528.49,1532.72,2.62,9.71,-7.09,46.35,1561.75,1539.96
2007/10/25,1516.15,1523.24,1500.46,1514.4,-0.10%,23.57,1526.5,1527.13,1528.72,1.28,8.02,-6.74,45.84,1555.98,1539.11
2007/10/26,1522.17,1535.53,1520.18,1535.28,1.38%,22.26,1527.85,1527.48,1526.07,1.89,6.8,-4.91,53.62,1550.66,1539.54
2007/10/29,1536.92,1544.67,1536.43,1540.98,0.37%,20.82,1529.87,1527.64,1525.29,2.8,6.0,-3.2,55.5,1545.78,1539.24
2007/10/30,1539.42,1539.42,1529.55,1531.02,-0.65%,19.57,1530.05,1527.68,1524.54,2.68,5.33,-2.65,51.57,1544.67,1538.46
2007/10/31,1532.15,1552.76,1529.4,1549.38,1.20%,18.67,1533.02,1527.92,1525.36,4.02,5.07,-1.05,57.54,1489.56,1538.94
2007/11/1,1545.79,1545.79,1506.66,1508.44,-2.64%,18.02,1529.24,1527.26,1522.19,1.76,4.41,-2.65,44.39,1490.82,1537.22
2007/11/2,1511.07,1513.15,1492.53,1509.65,0.08%,18.03,1526.23,1527.05,1523.1,0.07,3.54,-3.47,44.79,1492.06,1534.83
2007/11/5,1505.61,1510.84,1489.95,1502.17,-0.50%,18.14,1522.53,1526.88,1522.68,-1.85,2.46,-4.32,42.74,1552.76,1532.31
2007/11/6,1505.33,1520.77,1499.07,1520.27,1.20%,17.64,1522.18,1526.84,1522.75,-1.9,1.59,-3.49,48.85,1551.5,1530.06
2007/11/7,1515.46,1515.46,1475.04,1475.62,-2.94%,18.16,1515.02,1524.63,1518.72,-5.47,0.18,-5.65,38.06,1550.27,1525.72
2007/11/8,1475.27,1482.5,1450.31,1474.77,-0.06%,19.42,1508.82,1522.5,1514.76,-8.28,-1.51,-6.76,37.89,1547.26,1521.74
2007/11/9,1464.44,1465.55,1452.12,1453.7,-1.43%,20.6,1500.34,1513.76,1506.6,-12.06,-3.62,-8.44,33.82,1541.45,1516.33
2007/11/12,1452.49,1464.94,1438.53,1439.18,-1.00%,22.08,1490.93,1501.19,1496.42,-16.05,-6.11,-9.94,31.32,1535.98,1510.86
2007/11/13,1456.0,1481.37,1455.59,1481.05,2.91%,22.44,1489.41,1500.32,1491.42,-15.65,-8.01,-7.63,44.13,1528.18,1507.98
2007/11/14,1483.4,1492.14,1466.47,1470.58,-0.71%,22.19,1486.52,1497.63,1483.54,-15.99,-9.61,-6.38,42.02,1521.01,1504.45
2007/11/15,1468.04,1472.42,1443.49,1451.15,-1.32%,22.71,1481.07,1494.57,1477.81,-17.63,-11.21,-6.41,38.35,1514.41,1500.0
2007/11/16,1453.09,1462.18,1443.99,1458.74,0.52%,23.2,1477.64,1492.69,1472.72,-18.1,-12.59,-5.51,40.54,1508.34,1497.91
2007/11/19,1456.7,1456.7,1430.42,1433.27,-1.75%,24.06,1470.81,1488.43,1465.83,-20.3,-14.13,-6.17,35.94,1502.76,1494.26
2007/11/20,1434.51,1452.6,1419.28,1439.7,0.45%,25.18,1466.03,1483.54,1457.78,-21.28,-15.56,-5.72,37.86,1495.52,1490.26
2007/11/21,1434.71,1436.37,1415.64,1416.77,-1.59%,26.32,1458.45,1478.59,1451.89,-23.63,-17.18,-6.46,33.95,1486.37,1485.31
2007/11/23,1417.62,1440.86,1417.62,1440.7,1.69%,27.07,1455.72,1477.49,1448.48,-23.3,-18.4,-4.9,40.81,1476.47,1481.62
2007/11/26,1440.74,1445.56,1406.1,1407.22,-2.32%,28.12,1448.26,1474.67,1443.84,-25.44,-19.81,-5.63,35.29,1467.95,1475.22
2007/11/27,1409.59,1429.49,1407.84,1428.23,1.49%,29.09,1445.18,1474.25,1442.74,-25.15,-20.88,-4.28,40.71,1458.06,1469.58
2007/11/28,1432.95,1471.62,1432.95,1469.02,2.86%,27.51,1448.84,1474.2,1441.54,-21.39,-20.98,-0.41,49.54,1406.1,1466.48
2007/11/29,1467.41,1473.81,1458.36,1469.72,0.05%,25.93,1452.06,1474.18,1441.45,-18.14,-20.41,2.27,49.68,1407.41,1462.5
2007/11/30,1471.83,1488.94,1470.89,1481.14,0.78%,24.38,1456.53,1474.35,1444.45,-14.47,-19.22,4.75,52.0,1410.07,1461.13
2007/12/3,1479.63,1481.0,1470.08,1472.42,-0.59%,22.9,1458.97,1474.33,1445.82,-12.13,-17.81,5.67,50.1,1414.8,1459.27
2007/12/4,1471.34,1471.34,1460.75,1462.79,-0.65%,21.46,1459.56,1474.02,1448.77,-10.93,-16.43,5.5,48.02,1419.25,1457.3
2007/12/5,1465.22,1486.09,1465.22,1485.01,1.52%,20.42,1463.48,1474.48,1453.3,-8.09,-14.76,6.67,52.89,1423.43,1455.54
2007/12/6,1484.59,1508.02,1482.19,1507.34,1.50%,20.34,1470.23,1478.4,1462.36,-3.99,-12.61,8.62,57.22,1427.36,1457.13
2007/12/7,1508.95,1510.63,1502.66,1504.66,-0.18%,20.35,1475.52,1480.56,1468.76,-0.95,-10.28,9.33,56.55,1433.81,1458.62
2007/12/10,1505.11,1518.27,1504.96,1515.96,0.75%,20.65,1481.74,1489.37,1479.63,2.35,-7.75,10.1,58.75,1441.49,1461.73
2007/12/11,1516.68,1523.57,1475.99,1477.65,-2.53%,19.42,1481.11,1488.68,1484.57,1.85,-5.83,7.68,49.58,1450.71,1463.66
2007/12/12,1487.58,1511.96,1468.23,1486.59,0.61%,18.13,1481.96,1488.64,1486.33,2.15,-4.24,6.38,51.48,1460.91,1463.93
2007/12/13,1483.27,1489.4,1469.21,1488.41,0.12%,16.92,1482.95,1488.64,1488.2,2.5,-2.89,5.39,51.88,1523.57,1464.82
2007/12/14,1486.19,1486.67,1467.78,1467.95,-1.37%,15.87,1480.64,1488.34,1486.88,1.12,-2.09,3.21,47.19,1522.48,1465.66
2007/12/17,1465.05,1465.05,1445.43,1445.9,-1.50%,15.89,1475.3,1487.2,1484.23,-1.73,-2.02,0.28,42.71,1520.29,1465.02
2007/12/18,1445.92,1460.16,1435.65,1454.98,0.63%,16.28,1472.17,1486.91,1483.44,-3.23,-2.26,-0.97,45.03,1515.8,1466.11
2007/12/19,1454.7,1464.42,1445.31,1453.0,-0.14%,16.39,1469.22,1485.51,1480.24,-4.52,-2.71,-1.81,44.6,1509.39,1466.77
2007/12/20,1456.42,1461.53,1447.22,1460.12,0.49%,16.5,1467.82,1483.31,1475.52,-4.91,-3.15,-1.76,46.55,1503.49,1468.94
2007/12/21,1463.19,1485.4,1463.19,1484.46,1.67%,15.36,1470.38,1483.34,1473.5,-3.22,-3.16,-0.05,52.67,1498.06,1471.13
2007/12/24,1484.55,1497.63,1484.55,1496.45,0.81%,14.87,1474.39,1483.61,1471.55,-0.9,-2.71,1.81,55.38,1435.65,1475.59
2007/12/26,1495.12,1498.85,1488.2,1497.66,0.08%,14.46,1477.97,1484.04,1473.55,1.02,-1.96,2.99,55.65,1436.89,1479.06
2007/12/27,1495.05,1495.05,1475.86,1476.27,-1.43%,13.43,1477.71,1483.94,1472.52,0.81,-1.41,2.22,49.79,1439.37,1479.42
2007/12/28,1479.83,1488.01,1471.7,1478.49,0.15%,12.68,1477.83,1483.87,1471.53,0.81,-0.96,1.78,50.38,1441.75,1479.86
2007/12/31,1475.25,1475.83,1465.13,1468.36,-0.69%,12.32,1476.37,1483.8,1471.57,-0.0,-0.77,0.77,47.65,1444.03,1479.22
2008/1/2,1467.97,1471.77,1442.07,1447.16,-1.44%,13.0,1471.88,1483.61,1471.69,-2.33,-1.08,-1.25,42.47,1498.85,1477.96
2008/1/3,1447.55,1456.8,1443.73,1447.16,0.00%,13.63,1468.08,1483.16,1470.91,-4.13,-1.69,-2.44,42.47,1497.71,1477.18
2008/1/4,1444.01,1444.01,1411.19,1411.63,-2.46%,15.34,1459.39,1478.73,1466.78,-8.33,-3.02,-5.31,35.07,1496.6,1473.51
2008/1/7,1414.07,1423.87,1403.45,1416.18,0.32%,17.15,1452.74,1474.37,1462.38,-11.16,-4.65,-6.51,36.59,1493.19,1468.95
2008/1/8,1415.71,1430.28,1388.3,1390.19,-1.84%,19.22,1443.12,1454.37,1452.96,-15.32,-6.78,-8.54,31.97,1487.8,1463.23
2008/1/9,1390.25,1409.19,1378.7,1409.13,1.36%,21.38,1437.89,1445.73,1444.22,-16.9,-8.81,-8.09,38.1,1479.84,1457.89
2008/1/10,1406.78,1429.09,1395.31,1420.33,0.79%,22.12,1435.19,1442.2,1436.49,-17.05,-10.45,-6.59,41.46,1469.73,1455.02
2008/1/11,1419.91,1419.91,1394.83,1401.02,-1.36%,22.82,1429.93,1436.61,1428.96,-18.51,-12.07,-6.44,37.67,1460.62,1450.74
2008/1/14,1402.91,1417.89,1402.91,1416.25,1.09%,23.48,1427.83,1434.83,1422.74,-18.23,-13.3,-4.93,42.17,1452.43,1447.13
2008/1/15,1411.88,1411.88,1380.6,1380.95,-2.49%,24.77,1420.62,1428.39,1414.0,-20.62,-14.76,-5.86,35.73,1445.06,1442.78
2008/1/16,1377.41,1391.99,1364.43,1373.2,-0.56%,26.39,1413.32,1422.72,1406.6,-22.87,-16.39,-6.49,34.49,1438.42,1439.15
2008/1/17,1374.79,1377.72,1330.67,1333.25,-2.91%,28.58,1401.0,1409.43,1395.21,-27.57,-18.62,-8.95,28.9,1429.54,1433.06
2008/1/18,1336.61,1350.28,1312.51,1325.19,-0.60%,30.9,1389.34,1399.46,1386.57,-31.57,-21.21,-10.36,27.92,1415.7,1426.67
2008/1/22,1312.94,1322.09,1274.29,1310.5,-1.11%,33.56,1377.21,1386.04,1376.0,-35.52,-24.07,-11.45,26.17,1399.19,1419.19
2008/1/23,1310.41,1339.09,1270.05,1338.6,2.14%,35.08,1371.27,1383.72,1370.84,-35.97,-26.45,-9.52,34.6,1376.71,1411.9
2008/1/24,1340.13,1355.15,1334.31,1352.07,1.01%,35.67,1368.32,1381.86,1365.14,-34.84,-28.13,-6.71,38.24,1355.38,1404.68
2008/1/25,1357.32,1368.05,1327.5,1330.61,-1.59%,35.6,1362.52,1376.27,1356.16,-35.27,-29.56,-5.71,34.91,1270.05,1396.33
2008/1/28,1330.7,1353.97,1322.43,1353.96,1.75%,35.66,1361.2,1375.37,1351.46,-33.34,-30.31,-3.02,40.94,1272.01,1390.21
2008/1/29,1355.94,1364.93,1350.19,1362.3,0.62%,35.17,1361.37,1374.7,1346.06,-30.78,-30.41,-0.37,42.97,1273.93,1384.4
2008/1/30,1362.22,1385.86,1352.95,1355.81,-0.48%,33.79,1360.51,1374.26,1343.55,-28.94,-30.11,1.17,41.77,1275.81,1378.77
2008/1/31,1351.98,1385.62,1334.08,1378.55,1.68%,33.05,1363.29,1374.28,1344.08,-25.36,-29.16,3.8,47.34,1280.22,1375.34
2008/2/1,1378.6,1396.02,1375.93,1395.42,1.22%,31.91,1368.23,1376.1,1350.3,-20.92,-27.51,6.6,51.08,1284.44,1372.76
2008/2/4,1394.89,1394.89,1379.69,1380.82,-1.05%,30.86,1370.17,1376.43,1355.86,-18.36,-25.68,7.32,47.91,1291.14,1371.22
2008/2/5,1380.28,1380.28,1336.64,1336.64,-3.20%,31.03,1365.01,1375.61,1358.48,-19.68,-24.48,4.8,39.85,1297.43,1367.24
2008/2/6,1339.48,1351.96,1324.34,1326.45,-0.76%,31.46,1359.08,1375.07,1357.26,-21.3,-23.85,2.55,38.25,1303.34,1364.05
2008/2/7,1324.01,1347.16,1316.75,1336.91,0.79%,32.03,1355.67,1374.56,1355.75,-21.49,-23.37,1.89,40.87,1308.9,1360.44
2008/2/8,1336.88,1341.22,1321.06,1331.29,-0.42%,32.55,1351.92,1374.36,1355.82,-21.84,-23.07,1.23,39.89,1314.13,1355.99
2008/2/11,1331.92,1341.4,1320.32,1339.13,0.59%,33.05,1349.95,1373.81,1354.33,-21.24,-22.7,1.46,41.98,1319.04,1352.9
2008/2/12,1340.55,1362.1,1339.36,1348.86,0.73%,32.43,1349.78,1373.46,1352.99,-19.76,-22.11,2.36,44.56,1320.32,1349.53
2008/2/13,1353.12,1369.23,1350.78,1367.21,1.36%,31.5,1352.46,1373.39,1354.13,-16.9,-21.07,4.17,49.14,1324.86,1348.84
2008/2/14,1367.33,1368.16,1347.31,1348.86,-1.34%,30.76,1351.91,1372.6,1351.16,-15.94,-20.04,4.11,45.12,1329.13,1347.62
2008/2/15,1347.52,1350.0,1338.13,1349.99,0.08%,30.37,1351.61,1371.08,1346.62,-14.91,-19.02,4.11,45.42,1333.14,1348.46
2008/2/19,1355.86,1367.28,1345.72,1348.78,-0.09%,29.13,1351.18,1370.04,1343.41,-14.03,-18.02,3.99,45.14,1336.92,1349.64
2008/2/20,1348.39,1363.71,1336.55,1360.03,0.83%,28.31,1352.54,1369.58,1345.75,-12.29,-16.87,4.59,48.34,1396.02,1352.11
2008/2/21,1362.21,1367.94,1339.34,1342.53,-1.29%,27.33,1351.0,1368.89,1347.36,-12.18,-15.93,3.76,44.04,1394.83,1352.31
2008/2/22,1344.22,1354.3,1327.04,1353.11,0.79%,26.87,1351.32,1368.48,1348.98,-11.1,-14.97,3.86,47.1,1393.66,1352.36
2008/2/25,1352.75,1374.36,1346.03,1371.8,1.38%,25.45,1354.47,1368.73,1353.03,-8.65,-13.7,5.06,52.09,1391.0,1354.42
2008/2/26,1371.76,1387.34,1363.29,1381.29,0.69%,23.71,1358.6,1369.74,1357.25,-5.87,-12.14,6.27,54.44,1388.44,1355.79
2008/2/27,1378.95,1388.34,1372.0,1380.02,-0.09%,22.13,1361.9,1370.32,1360.36,-3.73,-10.46,6.73,54.06,1327.04,1356.67
2008/2/28,1378.16,1378.16,1363.16,1367.68,-0.89%,20.84,1362.79,1370.31,1360.41,-2.99,-8.96,5.97,50.36,1328.27,1357.27
2008/2/29,1364.07,1364.07,1325.42,1330.63,-2.71%,21.02,1357.84,1369.35,1358.59,-5.33,-8.24,2.9,41.24,1388.34,1354.87
2008/3/3,1330.45,1335.13,1320.04,1331.34,0.05%,21.37,1353.76,1368.4,1356.72,-7.05,-8.0,0.95,41.45,1387.08,1351.67
2008/3/4,1329.58,1331.03,1307.39,1326.75,-0.34%,22.06,1349.61,1367.17,1354.52,-8.68,-8.14,-0.55,40.41,1384.4,1348.96
2008/3/5,1327.69,1344.19,1320.22,1333.7,0.52%,22.01,1347.16,1365.86,1351.88,-9.31,-8.37,-0.94,42.77,1379.78,1348.82
2008/3/6,1332.2,1332.2,1303.42,1304.34,-2.20%,22.49,1340.57,1362.32,1348.07,-12.04,-9.1,-2.93,36.24,1375.44,1347.71
2008/3/7,1301.53,1313.24,1282.43,1293.37,-0.84%,23.49,1333.31,1354.43,1342.09,-14.91,-10.26,-4.64,34.14,1369.67,1345.54
2008/3/10,1293.16,1295.01,1272.66,1273.37,-1.55%,24.66,1324.09,1333.26,1332.25,-18.59,-11.93,-6.66,30.66,1360.95,1342.64
2008/3/11,1280.76,1320.65,1280.76,1320.65,3.71%,24.45,1323.56,1332.28,1326.18,-17.48,-13.04,-4.44,44.95,1350.36,1341.72
2008/3/12,1321.13,1333.26,1307.86,1308.77,-0.90%,23.71,1321.28,1330.15,1319.06,-17.37,-13.91,-3.46,42.58,1341.03,1339.71
2008/3/13,1305.26,1321.68,1282.11,1315.48,0.51%,23.77,1320.39,1329.27,1313.84,-16.54,-14.43,-2.11,44.37,1333.26,1337.12
2008/3/14,1316.05,1321.47,1274.86,1288.14,-2.08%,24.03,1315.43,1327.3,1309.59,-17.89,-15.13,-2.77,39.03,1325.99,1334.09
2008/3/17,1283.21,1287.5,1256.98,1276.6,-0.90%,24.72,1309.46,1324.11,1304.12,-19.66,-16.03,-3.63,37.01,1321.47,1330.42
2008/3/18,1277.16,1330.74,1277.16,1330.74,4.24%,23.59,1312.73,1324.14,1304.52,-16.51,-16.13,-0.38,50.08,1256.98,1329.52
2008/3/19,1330.97,1341.51,1298.42,1298.42,-2.43%,22.17,1310.53,1323.57,1300.99,-16.43,-16.19,-0.24,44.19,1258.46,1326.44
2008/3/20,1299.67,1330.67,1295.22,1329.51,2.39%,20.96,1313.45,1323.67,1303.51,-13.7,-15.69,1.99,50.25,1261.78,1325.79
2008/3/24,1330.29,1359.68,1330.29,1349.88,1.53%,20.04,1319.05,1324.65,1309.16,-9.78,-14.51,4.73,53.79,1264.97,1325.62
2008/3/25,1349.07,1357.47,1341.21,1352.99,0.23%,19.2,1324.27,1326.56,1317.12,-6.35,-12.87,6.53,54.33,1270.65,1324.68
2008/3/26,1350.16,1350.16,1336.41,1341.13,-0.88%,18.23,1326.87,1326.78,1319.17,-4.53,-11.21,6.68,51.86,1275.99,1322.68
2008/3/27,1340.34,1345.62,1325.66,1325.76,-1.15%,16.94,1326.7,1326.77,1320.87,-4.28,-9.82,5.54,48.77,1281.01,1319.96
2008/3/28,1327.02,1334.87,1312.95,1315.22,-0.80%,16.2,1324.93,1326.72,1320.84,-4.88,-8.83,3.95,46.72,1285.73,1317.34
2008/3/31,1315.92,1328.52,1312.81,1322.7,0.57%,15.51,1324.59,1326.6,1324.3,-4.7,-8.01,3.31,48.38,1290.17,1316.94
2008/4/1,1326.41,1370.18,1326.41,1370.18,3.59%,15.43,1331.6,1330.67,1333.65,-0.71,-6.55,5.83,57.45,1294.34,1318.89
2008/4/2,1369.96,1377.95,1361.55,1367.53,-0.19%,15.59,1337.13,1331.95,1337.33,2.21,-4.8,7.0,56.85,1300.41,1320.92
2008/4/3,1365.69,1375.66,1358.68,1369.31,0.13%,15.61,1342.08,1336.42,1344.42,4.61,-2.92,7.53,57.18,1308.16,1322.7
2008/4/4,1369.85,1380.76,1362.83,1370.4,0.08%,15.8,1346.44,1338.84,1348.51,6.53,-1.03,7.55,57.39,1315.14,1326.01
2008/4/7,1373.69,1386.74,1369.02,1372.54,0.16%,16.17,1350.45,1340.14,1350.78,8.13,0.8,7.32,57.83,1323.01,1329.97
2008/4/8,1370.16,1370.16,1360.62,1365.54,-0.51%,16.1,1352.77,1340.6,1352.03,8.73,2.39,6.34,55.8,1331.94,1334.57
2008/4/9,1365.5,1368.39,1349.97,1354.49,-0.81%,15.51,1353.04,1340.87,1353.37,8.22,3.55,4.66,52.67,1339.61,1336.27
2008/4/10,1355.37,1367.24,1350.11,1360.55,0.45%,14.97,1354.19,1342.41,1356.85,8.21,4.49,3.72,54.19,1346.21,1338.86
