date,open,high,low,close,change,ADX,EMA_12,KAMA,MA_10,MACD,MACD_signal,MACD_hist,RSI,PSAR,SMA_20
2014/9/17,1999.3,2010.74,1993.29,2001.57,0.13%,15.47,1994.35,1997.23,1995.87,7.4,8.96,-1.56,58.52,1978.96,1996.36
2014/9/18,2003.07,2012.34,2003.07,2011.36,0.49%,15.19,1996.97,1997.64,1997.24,8.21,8.81,-0.6,62.64,1980.23,1997.6
2014/9/19,2012.74,2019.26,2006.59,2010.4,-0.05%,15.54,1999.04,1997.73,1997.51,8.67,8.78,-0.11,61.99,1982.15,1998.5
2014/9/22,2009.08,2009.08,1991.01,1994.29,-0.80%,14.63,1998.31,1997.69,1996.78,7.65,8.56,-0.91,52.21,1985.12,1998.8
2014/9/23,1992.78,1995.41,1982.77,1982.77,-0.58%,14.47,1995.92,1997.51,1996.22,5.84,8.01,-2.17,46.56,2019.26,1998.04
2014/9/24,1983.34,1999.79,1978.63,1998.3,0.78%,13.9,1996.28,1997.52,1996.48,5.6,7.53,-1.93,53.82,2018.53,1997.95
2014/9/25,1997.32,1997.32,1965.99,1965.99,-1.62%,14.31,1991.62,1995.9,1993.33,2.77,6.58,-3.81,41.26,2016.93,1996.25
2014/9/26,1966.22,1986.37,1966.22,1982.85,0.86%,14.69,1990.27,1995.82,1993.06,1.87,5.64,-3.77,48.07,2013.88,1995.55
2014/9/29,1978.96,1981.28,1964.04,1977.8,-0.25%,15.21,1988.35,1995.66,1992.43,0.73,4.66,-3.92,46.34,2011.0,1994.27
2014/9/30,1978.21,1985.17,1968.96,1972.29,-0.28%,15.25,1985.88,1994.7,1989.76,-0.6,3.6,-4.21,44.45,2007.25,1992.77
2014/10/1,1971.44,1971.44,1941.72,1946.16,-1.32%,16.94,1979.77,1990.23,1984.22,-3.73,2.14,-5.87,36.81,2003.79,1990.05
2014/10/2,1945.83,1952.32,1926.03,1946.17,0.00%,19.15,1974.6,1984.32,1977.7,-6.13,0.48,-6.62,36.82,1997.58,1987.47
2014/10/3,1948.12,1971.19,1948.12,1967.9,1.12%,19.52,1973.57,1983.42,1973.45,-6.21,-0.86,-5.36,45.8,1989.0,1985.48
2014/10/6,1970.01,1977.84,1958.43,1964.82,-0.16%,19.36,1972.22,1982.72,1970.5,-6.45,-1.97,-4.48,44.83,1981.44,1983.64
2014/10/7,1962.36,1962.36,1934.87,1935.1,-1.51%,20.27,1966.51,1979.78,1965.74,-8.93,-3.37,-5.57,36.72,1977.84,1980.98
2014/10/8,1935.55,1970.36,1925.25,1968.89,1.75%,21.46,1966.88,1979.48,1962.8,-8.08,-4.31,-3.77,48.19,1971.62,1979.64
2014/10/9,1967.68,1967.68,1927.56,1928.21,-2.07%,22.57,1960.93,1977.64,1959.02,-10.57,-5.56,-5.01,39.02,1925.25,1976.18
2014/10/10,1925.63,1936.98,1906.05,1906.13,-1.15%,24.31,1952.5,1970.75,1951.35,-14.16,-7.28,-6.88,35.12,1967.68,1972.21
2014/10/13,1905.65,1912.09,1874.14,1874.74,-1.65%,26.7,1940.54,1958.69,1941.04,-19.31,-9.69,-9.62,30.45,1966.45,1966.74
2014/10/14,1877.11,1898.71,1871.79,1877.7,0.16%,28.96,1930.87,1949.67,1931.58,-22.89,-12.33,-10.57,31.37,1962.76,1960.67
2014/10/15,1874.18,1874.18,1820.66,1862.49,-0.81%,31.86,1920.35,1940.99,1923.22,-26.65,-15.19,-11.46,29.22,1957.3,1953.72
2014/10/16,1855.95,1876.01,1835.02,1862.76,0.01%,34.43,1911.49,1933.25,1914.87,-29.27,-18.01,-11.26,29.31,1946.37,1946.29
2014/10/17,1864.91,1898.16,1864.91,1886.76,1.29%,35.4,1907.68,1928.93,1906.76,-29.08,-20.22,-8.85,37.19,1936.31,1940.11
2014/10/20,1885.62,1905.03,1882.3,1904.01,0.91%,35.9,1907.12,1927.57,1900.68,-27.22,-21.62,-5.59,42.18,1927.06,1935.59
2014/10/21,1909.38,1942.45,1909.38,1941.28,1.96%,34.51,1912.37,1927.66,1901.3,-22.47,-21.79,-0.68,51.2,1820.66,1933.52
2014/10/22,1941.29,1949.31,1926.83,1927.11,-0.73%,32.92,1914.64,1927.64,1897.12,-19.63,-21.36,1.73,48.12,1823.1,1929.96
2014/10/23,1931.02,1961.95,1931.02,1950.82,1.23%,30.94,1920.21,1928.08,1899.38,-15.29,-20.15,4.85,53.19,1828.14,1929.2
2014/10/24,1951.59,1965.27,1946.27,1964.58,0.71%,28.96,1927.03,1930.55,1905.22,-10.62,-18.24,7.62,55.88,1836.17,1928.29
2014/10/27,1962.97,1964.64,1951.37,1961.63,-0.15%,27.12,1932.36,1935.77,1913.91,-7.07,-16.01,8.93,55.15,1846.5,1927.48
2014/10/28,1964.14,1985.05,1964.14,1985.05,1.19%,25.79,1940.46,1945.32,1924.65,-2.35,-13.28,10.93,59.66,1856.0,1928.12
2014/10/29,1983.29,1991.4,1969.04,1982.3,-0.14%,24.79,1946.9,1955.19,1936.63,1.16,-10.39,11.55,58.91,1868.91,1929.92
2014/10/30,1979.49,1999.4,1974.75,1994.65,0.62%,24.16,1954.25,1966.16,1949.82,4.89,-7.33,12.22,61.27,1883.61,1932.35
2014/10/31,2001.2,2018.19,2001.2,2018.05,1.17%,24.22,1964.06,1980.56,1962.95,9.61,-3.94,13.56,65.33,1899.82,1934.85
2014/11/3,2018.21,2024.46,2013.68,2017.81,-0.01%,24.47,1972.33,1990.23,1974.33,13.19,-0.52,13.71,65.25,1918.76,1937.5
2014/11/4,2015.81,2015.98,2001.01,2012.1,-0.28%,24.02,1978.45,1993.95,1981.41,15.39,2.66,12.72,63.37,1937.78,1941.35
2014/11/5,2015.29,2023.77,2014.42,2023.57,0.57%,23.88,1985.39,2002.9,1991.06,17.85,5.7,12.15,65.52,1953.39,1944.09
2014/11/6,2023.33,2031.61,2015.86,2031.21,0.38%,24.02,1992.44,2010.89,1999.1,20.18,8.6,11.58,66.91,1966.18,1949.24
2014/11/7,2032.36,2034.26,2025.07,2031.92,0.03%,24.25,1998.51,2016.4,2005.83,21.83,11.24,10.59,67.04,1979.26,1955.53
2014/11/10,2032.01,2038.7,2030.17,2038.26,0.31%,24.61,2004.63,2023.14,2013.49,23.39,13.67,9.71,68.27,1990.26,1963.7
2014/11/11,2038.2,2041.28,2035.28,2039.68,0.07%,25.04,2010.02,2027.63,2018.96,24.45,15.83,8.62,68.55,1999.95,1971.8
2014/11/12,2037.75,2040.33,2031.95,2038.25,-0.07%,25.21,2014.36,2030.74,2024.55,24.89,17.64,7.25,67.9,2008.22,1980.59
2014/11/13,2039.21,2046.18,2030.44,2039.33,0.05%,25.6,2018.2,2033.04,2029.02,25.04,19.12,5.92,68.14,2014.83,1989.42
2014/11/14,2039.74,2042.22,2035.2,2039.82,0.02%,25.96,2021.53,2034.25,2031.2,24.91,20.28,4.63,68.26,2021.1,1997.07
2014/11/17,2038.29,2043.07,2034.46,2041.32,0.07%,26.33,2024.57,2035.62,2033.55,24.64,21.15,3.49,68.65,2026.12,2003.94
2014/11/18,2041.48,2056.08,2041.48,2051.8,0.51%,27.23,2028.76,2041.96,2037.52,24.99,21.92,3.07,71.29,2030.13,2009.46
2014/11/19,2051.16,2052.14,2040.37,2048.72,-0.15%,27.96,2031.83,2043.7,2040.03,24.73,22.48,2.25,69.44,2035.32,2015.54
2014/11/20,2045.87,2053.84,2040.49,2052.75,0.20%,28.71,2035.05,2045.87,2042.19,24.57,22.9,1.67,70.52,2039.47,2020.64
2014/11/21,2057.46,2071.46,2056.75,2063.5,0.52%,30.09,2039.43,2050.87,2045.34,25.02,23.32,1.69,73.23,2040.49,2025.59
2014/11/24,2065.07,2070.17,2065.07,2069.41,0.29%,31.37,2044.04,2056.11,2048.46,25.55,23.77,1.79,74.62,2046.68,2030.97
2014/11/25,2070.15,2074.21,2064.75,2067.03,-0.12%,32.71,2047.58,2058.47,2051.19,25.5,24.11,1.38,72.98,2051.64,2035.07
2014/11/26,2067.36,2073.29,2066.62,2072.83,0.28%,33.95,2051.46,2062.39,2054.65,25.62,24.41,1.21,74.45,2056.15,2039.6
2014/11/28,2074.78,2075.76,2065.06,2067.56,-0.25%,35.2,2053.94,2063.24,2057.47,25.01,24.53,0.47,70.69,2059.76,2043.25
2014/12/1,2065.78,2065.78,2049.57,2053.44,-0.68%,34.68,2053.86,2062.87,2058.84,23.12,24.25,-1.13,61.69,2075.76,2045.02
2014/12/2,2053.77,2068.77,2053.77,2066.55,0.64%,34.35,2055.81,2063.13,2061.36,22.42,23.88,-1.47,66.02,2075.24,2047.45
2014/12/3,2067.45,2076.28,2066.65,2074.33,0.38%,34.44,2058.66,2063.85,2063.61,22.23,23.55,-1.32,68.3,2049.57,2050.56
2014/12/4,2073.64,2077.34,2062.34,2071.92,-0.12%,34.08,2060.7,2064.39,2065.93,21.64,23.17,-1.53,66.8,2050.1,2052.98
2014/12/5,2072.78,2079.47,2070.81,2075.37,0.17%,33.86,2062.96,2065.11,2068.19,21.21,22.78,-1.57,67.89,2051.19,2055.19
2014/12/8,2074.84,2075.78,2054.27,2060.31,-0.73%,32.1,2062.55,2065.07,2067.88,19.43,22.11,-2.68,58.83,2052.89,2056.61
2014/12/9,2056.55,2060.6,2034.17,2059.82,-0.02%,30.55,2062.13,2064.96,2066.92,17.77,21.24,-3.47,58.56,2079.47,2057.69
2014/12/10,2058.86,2058.86,2024.26,2026.14,-1.64%,29.67,2056.59,2061.28,2062.83,13.58,19.71,-6.13,43.56,2078.56,2057.01
2014/12/11,2027.92,2055.53,2027.92,2035.33,0.45%,28.85,2053.32,2059.24,2059.08,10.88,17.94,-7.06,47.51,2076.39,2056.86
2014/12/12,2030.36,2032.25,2002.33,2002.33,-1.62%,29.29,2045.48,2051.81,2052.55,6.01,15.56,-9.55,37.39,2074.31,2055.01
2014/12/15,2005.03,2018.69,1982.26,1989.63,-0.63%,30.4,2036.89,2043.83,2046.17,1.11,12.67,-11.56,34.36,2069.99,2052.5
2014/12/16,1986.71,2016.89,1972.56,1972.74,-0.85%,31.7,2027.02,2027.18,2036.79,-4.09,9.31,-13.41,30.78,2062.97,2049.08
2014/12/17,1973.77,2016.75,1973.77,2012.89,2.04%,32.92,2024.84,2026.01,2030.65,-4.92,6.47,-11.38,45.34,2053.93,2047.13
2014/12/18,2018.98,2061.23,2018.98,2061.23,2.40%,31.11,2030.44,2026.32,2029.58,-1.65,4.84,-6.49,57.06,1972.56,2047.76
2014/12/19,2061.04,2077.85,2061.03,2070.65,0.46%,29.11,2036.63,2026.59,2029.11,1.68,4.21,-2.53,58.91,1974.33,2048.65
2014/12/22,2069.28,2078.76,2069.28,2078.54,0.38%,27.3,2043.08,2027.29,2030.93,4.9,4.35,0.55,60.44,1978.47,2049.4
2014/12/23,2081.48,2086.73,2079.77,2082.17,0.17%,25.97,2049.09,2028.18,2033.17,7.65,5.01,2.64,61.16,1984.49,2050.04
2014/12/24,2083.25,2087.56,2081.86,2081.88,-0.01%,24.78,2054.13,2031.52,2038.74,9.7,5.95,3.75,61.07,1992.67,2050.78
2014/12/26,2084.3,2092.7,2084.3,2088.77,0.33%,23.92,2059.46,2034.93,2044.08,11.75,7.11,4.64,62.56,2002.16,2051.58
2014/12/29,2087.63,2093.55,2085.75,2090.57,0.09%,23.16,2064.25,2044.91,2052.91,13.36,8.36,5.0,62.96,2013.02,2052.73
2014/12/30,2088.49,2088.49,2079.53,2080.35,-0.49%,22.05,2066.73,2051.77,2061.98,13.65,9.42,4.24,59.1,2024.3,2054.08
2014/12/31,2082.11,2085.58,2057.94,2058.9,-1.03%,21.13,2065.52,2052.97,2070.6,12.02,9.94,2.08,51.9,2033.99,2053.69
2015/1/2,2058.9,2072.36,2046.04,2058.2,-0.03%,20.83,2064.4,2053.48,2075.13,10.54,10.06,0.48,51.68,2042.33,2052.89
2015/1/5,2054.44,2054.44,2017.34,2020.58,-1.83%,21.63,2057.65,2050.32,2071.06,6.27,9.3,-3.03,41.45,2093.55,2050.32
2015/1/6,2022.15,2030.25,1992.44,2002.61,-0.89%,23.07,2049.19,2040.99,2064.26,1.41,7.72,-6.31,37.62,2092.03,2046.68
2015/1/7,2005.55,2029.61,2005.55,2025.9,1.16%,24.41,2045.6,2039.44,2058.99,-0.55,6.07,-6.62,44.75,2088.04,2044.96
2015/1/8,2030.61,2064.08,2030.61,2062.14,1.79%,23.75,2048.15,2039.9,2056.99,0.81,5.02,-4.21,53.62,2084.22,2045.08
2015/1/9,2063.45,2064.43,2038.33,2044.81,-0.84%,23.11,2047.63,2040.08,2053.28,0.48,4.11,-3.63,49.53,2080.55,2046.01
2015/1/12,2046.13,2049.3,2022.58,2028.26,-0.81%,23.07,2044.65,2039.26,2047.23,-1.1,3.07,-4.17,45.92,2077.02,2045.66
2015/1/13,2031.58,2056.93,2008.25,2023.03,-0.26%,23.49,2041.33,2037.97,2040.48,-2.74,1.91,-4.65,44.81,2073.64,2046.69
2015/1/14,2018.4,2018.4,1988.44,2011.27,-0.58%,24.42,2036.7,2035.79,2033.57,-4.94,0.54,-5.47,42.33,2070.39,2047.77
2015/1/15,2013.75,2021.35,1991.47,1992.67,-0.92%,25.12,2029.93,2032.41,2026.95,-8.08,-1.19,-6.9,38.68,2065.47,2048.77
2015/1/16,1992.25,2020.46,1988.12,2019.42,1.34%,25.87,2028.31,2032.02,2023.07,-8.32,-2.61,-5.71,45.9,2060.85,2049.1
2015/1/20,2020.76,2028.94,2004.49,2022.55,0.15%,26.06,2027.43,2031.97,2023.27,-8.17,-3.72,-4.44,46.69,2055.03,2047.16
2015/1/21,2020.19,2038.29,2012.04,2032.12,0.47%,25.69,2028.15,2031.97,2026.22,-7.19,-4.42,-2.77,49.14,2049.68,2045.24
2015/1/22,2034.3,2064.62,2026.38,2063.15,1.53%,24.03,2033.53,2033.12,2029.94,-3.86,-4.31,0.44,56.17,1988.12,2044.47
2015/1/23,2062.98,2062.98,2050.54,2051.82,-0.55%,22.49,2036.35,2033.33,2028.91,-2.12,-3.87,1.75,53.27,1989.65,2042.95
2015/1/26,2050.42,2057.62,2040.97,2057.09,0.26%,21.49,2039.54,2033.66,2030.14,-0.31,-3.16,2.85,54.45,1991.15,2041.71
2015/1/27,2047.86,2047.86,2019.91,2029.55,-1.34%,21.37,2038.0,2033.64,2030.27,-1.08,-2.74,1.66,47.69,1992.62,2038.75
2015/1/28,2032.34,2042.49,2001.49,2002.16,-1.35%,21.86,2032.49,2033.04,2028.18,-3.86,-2.96,-0.89,42.1,1994.06,2034.33
2015/1/29,2002.45,2024.64,1989.18,2021.25,0.95%,22.67,2030.76,2032.93,2029.18,-4.47,-3.26,-1.2,46.78,2064.62,2031.37
2015/1/30,2019.35,2023.32,1993.38,1994.99,-1.30%,23.43,2025.26,2032.73,2029.41,-6.99,-4.01,-2.98,41.78,2063.11,2028.18
2015/2/2,1996.67,2021.66,1980.9,2020.85,1.30%,24.5,2024.58,2032.68,2029.55,-6.82,-4.57,-2.25,47.71,2061.63,2026.31
2015/2/3,2022.71,2050.3,2022.71,2050.03,1.44%,23.92,2028.49,2033.03,2032.3,-4.29,-4.52,0.23,53.48,2058.4,2027.78
2015/2/4,2048.86,2054.74,2036.72,2041.51,-0.42%,23.17,2030.5,2033.1,2033.24,-2.93,-4.2,1.27,51.68,2055.3,2029.73
2015/2/5,2043.45,2063.55,2043.45,2062.52,1.03%,22.05,2035.42,2033.23,2033.18,-0.16,-3.39,3.23,55.63,1980.9,2031.56
2015/2/6,2062.28,2072.4,2049.97,2055.47,-0.34%,20.6,2038.51,2033.36,2033.54,1.45,-2.42,3.87,54.04,1982.55,2031.23
2015/2/9,2053.47,2056.16,2041.88,2046.74,-0.42%,19.6,2039.77,2033.48,2032.51,2.0,-1.54,3.54,52.05,1986.15,2031.32
2015/2/10,2049.38,2070.86,2048.62,2068.59,1.07%,18.4,2044.21,2034.68,2036.41,4.15,-0.4,4.55,56.38,1989.6,2033.34
2015/2/11,2068.55,2073.48,2057.99,2068.53,0.00%,17.41,2047.95,2037.79,2043.05,5.78,0.84,4.95,56.36,1992.91,2035.61
2015/2/12,2069.98,2088.53,2069.98,2088.48,0.96%,17.14,2054.18,2042.5,2049.77,8.59,2.39,6.2,60.17,1997.74,2039.47
2015/2/13,2088.78,2097.03,2086.7,2096.99,0.41%,17.21,2060.77,2054.64,2059.97,11.37,4.18,7.18,61.7,2005.01,2044.69
2015/2/17,2096.47,2101.3,2089.8,2100.34,0.16%,17.45,2066.86,2063.4,2067.92,13.68,6.08,7.6,62.32,2014.21,2048.74
2015/2/18,2099.16,2100.23,2092.15,2099.68,-0.03%,17.67,2071.91,2068.22,2072.89,15.29,7.92,7.36,62.11,2024.66,2052.59
2015/2/19,2099.25,2102.13,2090.79,2097.45,-0.11%,17.96,2075.84,2073.5,2078.48,16.19,9.58,6.61,61.35,2033.86,2055.86
2015/2/20,2097.65,2110.61,2085.44,2110.3,0.61%,18.59,2081.14,2079.45,2083.26,17.74,11.21,6.53,64.07,2043.41,2058.22
2015/2/23,2109.83,2110.05,2103.0,2109.66,-0.03%,19.18,2085.53,2086.37,2088.68,18.7,12.71,5.99,63.83,2054.17,2061.11
2015/2/24,2109.1,2117.94,2105.87,2115.48,0.28%,20.07,2090.13,2097.19,2095.55,19.71,14.11,5.6,65.12,2063.2,2064.03
2015/2/25,2115.3,2119.59,2109.89,2113.86,-0.08%,20.96,2093.78,2102.31,2100.08,20.14,15.31,4.83,64.43,2073.05,2068.24
2015/2/26,2113.91,2113.91,2103.76,2110.74,-0.15%,21.27,2096.39,2104.39,2104.3,20.0,16.25,3.75,63.05,2082.36,2073.67
2015/2/27,2110.88,2112.74,2103.75,2104.5,-0.30%,21.56,2097.64,2104.4,2105.9,19.17,16.83,2.33,60.27,2089.8,2077.84
2015/3/2,2105.23,2117.52,2104.5,2117.39,0.61%,22.08,2100.68,2105.67,2107.94,19.32,17.33,1.99,63.82,2095.76,2083.96
2015/3/3,2115.76,2115.76,2098.26,2107.78,-0.45%,21.99,2101.77,2105.72,2108.68,18.46,17.56,0.9,59.55,2119.59,2088.3
2015/3/4,2107.72,2107.72,2087.62,2098.53,-0.44%,21.01,2101.27,2105.68,2108.57,16.83,17.41,-0.58,55.69,2119.16,2090.73
2015/3/5,2098.54,2104.25,2095.22,2101.04,0.12%,20.11,2101.24,2105.63,2108.93,15.57,17.04,-1.48,56.51,2117.9,2093.7
2015/3/6,2100.91,2100.91,2067.27,2071.26,-1.42%,19.92,2096.63,2101.35,2105.02,12.02,16.04,-4.02,45.66,2116.69,2094.14
2015/3/9,2072.25,2083.49,2072.21,2079.43,0.39%,19.76,2093.98,2099.76,2102.0,9.76,14.78,-5.02,48.58,2113.73,2095.34
2015/3/10,2076.14,2076.14,2044.16,2044.16,-1.70%,20.88,2086.32,2089.62,2094.87,5.06,12.84,-7.78,38.87,2110.94,2095.21
2015/3/11,2044.69,2050.08,2039.69,2040.24,-0.19%,22.09,2079.23,2080.42,2087.51,1.01,10.47,-9.46,37.97,2105.6,2093.79
2015/3/12,2041.1,2066.41,2041.1,2065.95,1.26%,21.99,2077.18,2079.5,2083.03,-0.12,8.35,-8.48,46.75,2099.01,2093.66
2015/3/13,2064.56,2064.56,2041.17,2053.4,-0.61%,21.9,2073.52,2077.59,2077.92,-2.01,6.28,-8.29,43.51,2093.07,2091.91
2015/3/16,2055.35,2081.41,2055.35,2081.19,1.35%,20.7,2074.7,2077.73,2074.3,-1.25,4.77,-6.02,51.52,2087.74,2091.12
2015/3/17,2080.59,2080.59,2065.08,2074.28,-0.33%,19.59,2074.64,2077.61,2070.95,-1.19,3.58,-4.77,49.63,2082.93,2089.82
2015/3/18,2072.84,2106.85,2061.23,2099.5,1.22%,19.25,2078.46,2077.71,2071.05,0.88,3.04,-2.16,55.96,2039.69,2089.81
2015/3/19,2098.69,2098.69,2085.56,2089.27,-0.49%,18.93,2080.13,2077.83,2069.87,1.68,2.77,-1.09,53.05,2041.03,2089.4
2015/3/20,2090.32,2113.92,2090.32,2108.1,0.90%,19.32,2084.43,2078.94,2073.55,3.78,2.97,0.81,57.44,2042.35,2089.29
2015/3/23,2107.99,2114.86,2104.42,2104.42,-0.17%,19.73,2087.51,2079.54,2076.05,5.1,3.4,1.7,56.33,2045.21,2089.03
2015/3/24,2103.94,2107.63,2091.5,2091.5,-0.61%,19.21,2088.12,2080.33,2080.79,5.04,3.73,1.31,52.5,2049.39,2087.83
2015/3/25,2093.1,2097.43,2061.05,2061.05,-1.46%,18.56,2083.96,2079.97,2082.87,2.51,3.48,-0.97,44.77,2053.32,2085.19
2015/3/26,2059.94,2067.15,2045.5,2056.15,-0.24%,18.6,2079.68,2079.72,2081.89,0.1,2.81,-2.7,43.66,2114.86,2082.46
2015/3/27,2055.78,2062.83,2052.96,2061.02,0.24%,18.63,2076.81,2079.55,2082.65,-1.39,1.97,-3.36,45.12,2113.47,2080.28
2015/3/30,2064.11,2088.97,2064.11,2086.24,1.22%,17.33,2078.26,2079.6,2083.15,-0.54,1.47,-2.0,52.06,2112.11,2078.73
2015/3/31,2084.05,2084.05,2067.04,2067.89,-0.88%,16.11,2076.66,2079.5,2082.51,-1.32,0.91,-2.23,47.37,2110.78,2076.73
2015/4/1,2067.63,2067.63,2048.38,2059.69,-0.40%,15.79,2074.05,2078.38,2078.53,-2.58,0.21,-2.79,45.4,2109.48,2074.79
2015/4/2,2060.03,2072.17,2057.32,2066.96,0.35%,15.25,2072.96,2078.07,2076.3,-2.96,-0.42,-2.53,47.48,2108.2,2073.08
2015/4/6,2064.87,2086.99,2056.52,2080.62,0.66%,14.31,2074.14,2078.16,2073.55,-2.13,-0.76,-1.36,51.25,2106.94,2073.55
2015/4/7,2080.79,2089.81,2076.1,2076.33,-0.21%,13.58,2074.48,2078.09,2070.74,-1.79,-0.97,-0.82,50.03,2105.71,2073.4
2015/4/8,2076.94,2086.69,2073.3,2081.9,0.27%,12.75,2075.62,2078.14,2069.78,-1.07,-0.99,-0.08,51.63,2104.51,2075.28
2015/4/9,2081.29,2093.31,2074.29,2091.18,0.45%,12.32,2078.01,2078.91,2072.8,0.25,-0.74,0.99,54.26,2103.33,2077.83
2015/4/10,2091.51,2102.61,2091.51,2102.06,0.52%,12.38,2081.71,2081.3,2077.39,2.15,-0.16,2.31,57.2,2045.5,2079.64
2015/4/13,2102.03,2107.65,2092.33,2092.43,-0.46%,12.67,2083.36,2081.91,2080.53,2.85,0.44,2.41,53.9,2046.64,2081.59
2015/4/14,2092.28,2098.62,2083.24,2095.84,0.16%,12.36,2085.28,2082.14,2081.49,3.63,1.08,2.55,54.89,2049.08,2082.32
2015/4/15,2097.82,2111.91,2097.82,2106.63,0.51%,12.73,2088.57,2085.06,2085.36,5.07,1.88,3.19,57.98,2051.43,2083.94
2015/4/16,2105.96,2111.3,2100.02,2104.99,-0.08%,13.06,2091.09,2088.6,2089.89,6.0,2.7,3.3,57.33,2055.05,2084.21
2015/4/17,2102.58,2102.58,2072.37,2081.18,-1.13%,12.5,2089.57,2088.42,2091.32,4.77,3.11,1.65,48.88,2058.47,2083.81
2015/4/20,2084.11,2103.94,2084.11,2100.4,0.92%,11.91,2091.23,2088.83,2093.29,5.28,3.55,1.73,54.69,2061.67,2083.42
2015/4/21,2102.82,2109.64,2094.38,2097.29,-0.15%,11.08,2092.17,2089.15,2095.39,5.37,3.91,1.46,53.63,2064.69,2083.07
2015/4/22,2098.27,2109.98,2091.05,2107.96,0.51%,10.46,2094.6,2090.04,2098.0,6.23,4.38,1.86,56.73,2067.52,2083.89
2015/4/23,2107.21,2120.49,2103.19,2112.93,0.24%,10.15,2097.42,2090.94,2100.17,7.23,4.95,2.29,58.14,2070.18,2086.48
2015/4/24,2112.8,2120.92,2112.8,2117.69,0.23%,9.9,2100.54,2091.68,2101.73,8.31,5.62,2.69,59.49,2074.21,2089.56
2015/4/27,2119.29,2125.92,2107.04,2108.92,-0.41%,9.28,2101.83,2092.2,2103.38,8.37,6.17,2.2,55.9,2078.88,2091.96
2015/4/28,2108.35,2116.09,2094.89,2114.76,0.28%,9.27,2103.82,2092.98,2105.28,8.78,6.69,2.09,57.73,2084.52,2093.38
2015/4/29,2112.49,2113.65,2097.41,2106.85,-0.37%,9.26,2104.28,2093.04,2105.3,8.37,7.03,1.34,54.43,2089.49,2095.33
2015/4/30,2105.52,2105.52,2077.59,2085.51,-1.01%,10.3,2101.39,2092.83,2103.35,6.25,6.87,-0.62,46.68,2125.92,2096.62
2015/5/1,2087.38,2108.41,2087.38,2108.29,1.09%,11.05,2102.45,2093.53,2106.06,6.34,6.77,-0.43,54.18,2124.95,2098.69
2015/5/4,2110.23,2120.95,2110.23,2114.49,0.29%,10.84,2104.31,2094.02,2107.47,6.83,6.78,0.05,56.0,2124.01,2100.38
2015/5/5,2112.63,2115.24,2088.46,2089.46,-1.18%,11.72,2102.02,2093.97,2106.69,5.14,6.45,-1.31,47.77,2123.08,2101.04
2015/5/6,2091.26,2098.42,2067.93,2080.15,-0.45%,13.32,2098.66,2093.37,2103.91,3.01,5.76,-2.75,45.12,2122.17,2100.95
2015/5/7,2079.96,2092.9,2074.99,2088.0,0.38%,14.8,2097.02,2093.18,2101.41,1.94,5.0,-3.06,47.75,2120.0,2100.79
2015/5/8,2092.13,2117.66,2092.13,2116.1,1.35%,14.59,2099.95,2093.3,2101.25,3.32,4.66,-1.34,55.92,2117.92,2101.49
2015/5/11,2115.56,2117.69,2104.58,2105.33,-0.51%,14.39,2100.78,2093.37,2100.89,3.5,4.43,-0.93,52.53,2067.93,2102.14
2015/5/12,2102.87,2105.06,2085.57,2099.12,-0.29%,15.02,2100.53,2093.47,2099.33,3.11,4.17,-1.06,50.62,2068.93,2102.3
2015/5/13,2099.62,2110.19,2096.04,2098.48,-0.03%,15.28,2100.21,2093.52,2098.49,2.72,3.88,-1.16,50.42,2069.9,2101.9
2015/5/14,2100.43,2121.45,2100.43,2121.1,1.08%,14.86,2103.42,2094.83,2102.05,4.18,3.94,0.24,56.98,2070.86,2102.7
2015/5/15,2122.07,2123.89,2116.79,2122.73,0.08%,14.33,2106.39,2095.36,2103.5,5.41,4.23,1.18,57.42,2072.88,2104.78
2015/5/18,2121.3,2131.78,2120.01,2129.2,0.30%,13.39,2109.9,2096.02,2104.97,6.83,4.75,2.08,59.19,2075.94,2106.22
2015/5/19,2129.45,2133.02,2124.5,2127.83,-0.06%,12.44,2112.66,2099.03,2108.8,7.75,5.35,2.4,58.64,2080.41,2107.75
2015/5/20,2127.79,2134.72,2122.59,2125.85,-0.09%,11.68,2114.69,2102.87,2113.37,8.23,5.93,2.3,57.79,2085.67,2108.64
2015/5/21,2125.55,2134.28,2122.95,2130.82,0.23%,10.97,2117.17,2106.67,2117.66,8.91,6.53,2.38,59.37,2091.56,2109.53
2015/5/22,2130.36,2132.15,2126.06,2126.06,-0.22%,10.31,2118.54,2107.18,2118.65,8.96,7.01,1.95,57.16,2096.73,2109.95
2015/5/26,2125.34,2125.34,2099.18,2104.2,-1.03%,11.25,2116.33,2107.17,2118.54,7.15,7.04,0.11,48.26,2134.72,2109.72
2015/5/27,2105.13,2126.22,2105.13,2123.48,0.92%,12.05,2117.43,2108.07,2120.98,7.19,7.07,0.12,54.93,2134.01,2110.15
2015/5/28,2122.27,2122.27,2112.86,2120.79,-0.13%,12.79,2117.95,2108.68,2123.21,6.93,7.04,-0.11,53.88,2133.31,2110.85
2015/5/29,2120.66,2120.66,2104.89,2107.39,-0.63%,13.9,2116.32,2108.64,2121.84,5.57,6.75,-1.18,48.9,2132.63,2111.94
2015/6/1,2108.64,2119.15,2102.54,2111.73,0.21%,15.04,2115.62,2108.71,2120.74,4.79,6.36,-1.56,50.5,2131.96,2112.12
